# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 2203647     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Hebrew word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
6578	פְּרָת	Pᵉrâth	per-awth'	x-pn	Proper Name Masculine	Perath (i.e. Euphrates), a river of the East; Euphrates.; from an unused root meaning to break forth; rushing
6579	פַּרְתַּם	partam	par-tam'	heb	Noun Masculine	a grandee; (most) noble, prince.; of Persian origin
6580	פַּשׁ	pash	pash	heb	Noun Masculine	stupidity (as a result of grossness or of degeneracy); extremity.; probably from an unused root meaning to disintegrate
6581	פָּשָׂה	pâsâh	paw-saw'	heb	Verb	to spread; spread.; a primitive root
6582	פָּשַׁח	pâshach	paw-shakh'	heb	Verb	to tear in pieces; pull in pieces.; a primitive root
6583	פַּשְׁחוּר	Pashchûwr	pash-khoor'	x-pn	Proper Name Masculine	Pashchur, the name of four Israelites; Pashur.; probably from <a href='/Strongs/strongs-h6582' onclick='return ABMM("/Strongs","/strongs-h6582");'>h6582</a> (פָּשַׁח); liberation
6584	פָּשַׁט	pâshaṭ	paw-shat'	heb	Verb	to spread out (i.e. deploy in hostile array); by analogy, to strip (i.e. unclothe, plunder, flay, etc.); fall upon, flay, invade, make an invasion, pull off, put off, make a road, run upon, rush, set, spoil, spread selves (abroad), strip (off, self).; a primitive root
6585	פָּשַׂע	pâsaʻ	paw-sah'	heb	Verb	to stride (from spreading the legs), i.e. rush upon; go.; a primitive root
6586	פָּשַׁע	pâshaʻ	paw-shah'	heb	Verb	to break away (from just authority), i.e. trespass, apostatize, quarrel; offend, rebel, revolt, transgress(-ion, -or).; a primitive root (identical with through the idea of expansion)
6587	פֶּשַׂע	pesaʻ	peh'-sah	heb	Noun Masculine	a stride; step.; from <a href='/Strongs/strongs-h6585' onclick='return ABMM("/Strongs","/strongs-h6585");'>h6585</a> (פָּשַׂע)
6588	פֶּשַׁע	peshaʻ	peh'-shah	heb	Noun Masculine	a revolt (national, moral or religious); rebellion, sin, transgression, trespass.; from <a href='/Strongs/strongs-h6586' onclick='return ABMM("/Strongs","/strongs-h6586");'>h6586</a> (פָּשַׁע)
6589	פָּשַׂק	pâsaq	paw-sak'	heb	Verb	to dispart (the feet or lips), i.e. become licentious; open (wide).; a primitive root
6590	פְּשַׁר	pᵉshar	pesh-ar'	arc	Verb	to interpret; make (interpretations), interpreting.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6622' onclick='return ABMM("/Strongs","/strongs-h6622");'>h6622</a> (פָּתַר)
6591	פְּשַׁר	pᵉshar	pesh-ar'	arc	Noun Masculine	an interpretation; interpretation.; (Aramaic) from <a href='/Strongs/strongs-h6590' onclick='return ABMM("/Strongs","/strongs-h6590");'>h6590</a> (פְּשַׁר)
6592	פֵּשֶׁר	pêsher	pay'-sher	heb	Noun Masculine	{an interpretation}; interpretation.; corresponding to <a href='/Strongs/strongs-h6591' onclick='return ABMM("/Strongs","/strongs-h6591");'>h6591</a> (פְּשַׁר)
6593	פִּשְׁתֶּה	pishteh	pish-teh'	heb	Noun Feminine	linen (i.e. the thread, as carded); flax, linen.; from the same as <a href='/Strongs/strongs-h6580' onclick='return ABMM("/Strongs","/strongs-h6580");'>h6580</a> (פַּשׁ) as in the sense of comminuting
6594	פִּשְׁתָּה	pishtâh	pish-taw'	heb	Noun Feminine	flax; by implication, a wick; flax, tow.; feminine of <a href='/Strongs/strongs-h6593' onclick='return ABMM("/Strongs","/strongs-h6593");'>h6593</a> (פִּשְׁתֶּה)
6595	פַּת	path	path	heb	Noun Feminine	a bit; meat, morsel, piece.; from <a href='/Strongs/strongs-h6626' onclick='return ABMM("/Strongs","/strongs-h6626");'>h6626</a> (פָּתַת)
6596	פֹּת	pôth	pohth	heb	Noun Feminine	a hole, i.e. hinge or the female pudenda; hinge, secret participle; or פֹּתָה; (Ezekiel 13:19), from an unused root meaning to open
6597	פִּתְאוֹם	pithʼôwm	pith-ome'	heb		instantly; straightway, sudden(-ly).; or פִּתְאֹם; from <a href='/Strongs/strongs-h6621' onclick='return ABMM("/Strongs","/strongs-h6621");'>h6621</a> (פֶּתַע)
6598	פַּתְבַּג	pathbag	pathbag'	heb	Noun Masculine	a dainty; portion (provision) of meat.; of Persian origin
6599	פִּתְגָּם	pithgâm	pith-gawm'	heb	Noun Masculine	a (judicial) sentence; decree, sentence.; of Persian origin
6600	פִּתְגָּם	pithgâm	pith-gawm'	arc	Noun Masculine	a word, answer, letter or decree; answer, letter, matter, word.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6599' onclick='return ABMM("/Strongs","/strongs-h6599");'>h6599</a> (פִּתְגָּם)
6601	פָּתָה	pâthâh	paw-thaw'	heb	Verb	to open, i.e. be (causatively, make) roomy; usually figuratively (in a mental or moral sense) to be (causatively, make) simple or (in a sinister way) delude; allure, deceive, enlarge, entice, flatter, persuade, silly (one).; a primitive root
6602	פְּתוּאֵל	Pᵉthûwʼêl	peth-oo-ale'	x-pn	Proper Name Masculine	Pethuel, an Israelite; Pethuel.; from <a href='/Strongs/strongs-h6601' onclick='return ABMM("/Strongs","/strongs-h6601");'>h6601</a> (פָּתָה) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל); enlarged of God
6603	פִּתּוּחַ	pittûwach	pit-too'-akh	heb	Noun Masculine	sculpture (in low or high relief or even intaglio); carved (work) (are, en-) grave(-ing, -n).; or פִּתֻּחַ ; passive participle of <a href='/Strongs/strongs-h6605' onclick='return ABMM("/Strongs","/strongs-h6605");'>h6605</a> (פָּתַח)
6604	פְּתוֹר	Pᵉthôwr	peth-ore'	x-pn	Proper Name Location	Pethor, a place in Mesopotamia; Pethor.; of foreign origin
6605	פָּתַח	pâthach	paw-thakh'	heb	Verb	to open wide (literally or figuratively); specifically, to loosen, begin, plough, carve; appear, break forth, draw (out), let go free, (en-) grave(-n), loose (self), (be, be set) open(-ing), put off, ungird, unstop, have vent.; a primitive root
6606	פְּתַח	pᵉthach	peth-akh'	arc	Verb	to open; open.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6605' onclick='return ABMM("/Strongs","/strongs-h6605");'>h6605</a> (פָּתַח)
6607	פֶּתַח	pethach	peh'-thakh	heb	Noun Masculine	an opening (literally), i.e. door (gate) or entrance way; door, entering (in), entrance (-ry), gate, opening, place.; from <a href='/Strongs/strongs-h6605' onclick='return ABMM("/Strongs","/strongs-h6605");'>h6605</a> (פָּתַח)
6608	פֵּתַח	pêthach	pay'-thakh	heb	Noun Masculine	opening (figuratively) i.e. disclosure; entrance.; from <a href='/Strongs/strongs-h6605' onclick='return ABMM("/Strongs","/strongs-h6605");'>h6605</a> (פָּתַח)
6609	פְּתִחָה	pᵉthichâh	peth-ee-khaw'	heb	Noun Feminine	something opened, i.e. a drawn sword; drawn sword.; from <a href='/Strongs/strongs-h6605' onclick='return ABMM("/Strongs","/strongs-h6605");'>h6605</a> (פָּתַח)
6610	פִּתְחוֹן	pithchôwn	pith-khone'	heb	Noun Masculine	opening (the act); open(-ing).; from <a href='/Strongs/strongs-h6605' onclick='return ABMM("/Strongs","/strongs-h6605");'>h6605</a> (פָּתַח)
6611	פְּתַחְיָה	Pᵉthachyâh	peth-akh-yaw'	x-pn	Proper Name Masculine	Pethachjah, the name of four Israelites; Pethakiah.; from <a href='/Strongs/strongs-h6605' onclick='return ABMM("/Strongs","/strongs-h6605");'>h6605</a> (פָּתַח) and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a> (יָהּ); Jah has opened
6612	פְּתִי	pᵉthîy	peth-ee'	heb		silly (i.e. seducible); foolish, simple(-icity, one).; or פֶּתִי; or פְּתָאִי; from <a href='/Strongs/strongs-h6601' onclick='return ABMM("/Strongs","/strongs-h6601");'>h6601</a> (פָּתָה)
6613	פְּתַי	pᵉthay	peth-ah'-ee	arc	Noun Masculine	open, i.e. (as noun) width; breadth.; (Aramaic) from a root corresponding to <a href='/Strongs/strongs-h6601' onclick='return ABMM("/Strongs","/strongs-h6601");'>h6601</a> (פָּתָה)
6614	פְּתִיגִיל	pᵉthîygîyl	peth-eeg-eel'	heb	Noun Masculine	probably a figured mantle forholidays; stomacher.; of uncertain derivation
6615	פְּתַיּוּת	pᵉthayûwth	peth-ah-yooth'	heb	Noun Feminine	silliness (i.e. seducibility); simple.; from <a href='/Strongs/strongs-h6612' onclick='return ABMM("/Strongs","/strongs-h6612");'>h6612</a> (פְּתִי)
6616	פָּתִיל	pâthîyl	paw-theel'	heb	Noun Masculine	twine; bound, bracelet, lace, line, ribband, thread, wire.; from <a href='/Strongs/strongs-h6617' onclick='return ABMM("/Strongs","/strongs-h6617");'>h6617</a> (פָּתַל)
6617	פָּתַל	pâthal	paw-thal'	heb	Verb	to twine, i.e. (literally) to struggle or (figuratively) be (morally) tortuous; (shew self) froward, shew self unsavoury, wrestle.; a primitive root
6618	פְּתַלְתֹּל	pᵉthaltôl	peth-al-tole'	heb	Adjective	tortuous (i.e. crafty); crooked.; from <a href='/Strongs/strongs-h6617' onclick='return ABMM("/Strongs","/strongs-h6617");'>h6617</a> (פָּתַל)
6619	פִּתֹם	Pithôm	pee-thome'	x-pn	Proper Name Location	Pithom, a place in Egypt; Pithom.; of Egyptian derivation
6620	פֶּתֶן	pethen	peh'-then	heb	Noun Masculine	an asp (from its contortions); adder.; from an unused root meaning to twist
6621	פֶּתַע	pethaʻ	peh'-thah	heb		a wink, i.e. moment(used only (with or without preposition) adverbially, quickly or unexpectedly; at an instant, suddenly, [idiom] very.; from an unused root meaning to open (the eyes); (compare <a href='/Strongs/strongs-h6597' onclick='return ABMM("/Strongs","/strongs-h6597");'>h6597</a> (פִּתְאוֹם))
6622	פָּתַר	pâthar	paw-thar'	heb	Verb	to open up, i.e. (figuratively) interpret (a dream); interpret(-ation, -er).; a primitive root
6623	פִּתְרוֹן	pithrôwn	pith-rone'	heb	Noun Masculine	interpretation (of a dream); interpretation.; or פִּתְרֹן; from <a href='/Strongs/strongs-h6622' onclick='return ABMM("/Strongs","/strongs-h6622");'>h6622</a> (פָּתַר)
6624	פַּתְרוֹס	Pathrôwç	path-roce'	x-pn	Proper Name Location	Pathros, a part of Egypt; Pathros.; of Egyptian derivation
6625	פַּתְרֻסִי	Pathruçîy	path-roo-see'	x-pn	Adjective	a Pathrusite, or inhabitant of Pathros; Pathrusim.; patrial from <a href='/Strongs/strongs-h6624' onclick='return ABMM("/Strongs","/strongs-h6624");'>h6624</a> (פַּתְרוֹס)
6626	פָּתַת	pâthath	paw-thath'	heb	Verb	to open, i.e. break; participle x; a primitive root
6627	צָאָה	tsâʼâh	tsaw-aw'	heb	Noun Feminine	issue, i.e. (human) excrement; that (which) cometh from (out).; from <a href='/Strongs/strongs-h3318' onclick='return ABMM("/Strongs","/strongs-h3318");'>h3318</a> (יָצָא)
6628	צֶאֶל	tseʼel	tseh'-el	heb	Noun Masculine	the lotus tree; shady tree.; from an unused root meaning to be slender
6629	צֹאן	tsôʼn	tsone	heb	Noun Feminine	a collective name for a flock (of sheep or goats); also figuratively (of men); (small) cattle, flock ([phrase] -s), lamb ([phrase] -s), sheep(-cote, -fold, -shearer, -herds).; or צאוֹן; (Psalm 144:13), from an unused root meaning to migrate
6630	צַאֲנָן	Tsaʼănân	tsah-an-awn'	x-pn	Proper Name Location	Zaanan, a place in Palestine; Zaanan.; from the same as <a href='/Strongs/strongs-h6629' onclick='return ABMM("/Strongs","/strongs-h6629");'>h6629</a> (צֹאן) used denominatively; sheep pasture
6631	צֶאֱצָא	tseʼĕtsâʼ	tseh-ets-aw'	heb	Noun Masculine	issue, i.e. produce, children; that which cometh forth (out), offspring.; from <a href='/Strongs/strongs-h3318' onclick='return ABMM("/Strongs","/strongs-h3318");'>h3318</a> (יָצָא)
6632	צָב	tsâb	tsawb	heb	Noun Masculine	a palanquin or canopy (as a fixture); also a species of lizard (probably as clinging fast); covered, litter, tortoise.; from an unused root meaning to establish
6633	צָבָא	tsâbâʼ	tsaw-baw'	heb	Verb	to mass (an army or servants); assemble, fight, perform, muster, wait upon, war.; a primitive root
6634	צְבָא	tsᵉbâʼ	tseb-aw'	arc	Verb	to please; will, would.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6623' onclick='return ABMM("/Strongs","/strongs-h6623");'>h6623</a> (פִּתְרוֹן) in the figurative sense of summoning one's wishes
6635	צָבָא	tsâbâʼ	tsaw-baw'	heb	Noun Masculine	a mass of persons (or figuratively, things), especially reg. organized forwar (an army); by implication, a campaign, literally or figuratively (specifically, hardship, worship); appointed time, ([phrase]) army, ([phrase]) battle, company, host, service, soldiers, waiting upon, war(-fare).; or (feminine) צְבָאָה; from <a href='/Strongs/strongs-h6633' onclick='return ABMM("/Strongs","/strongs-h6633");'>h6633</a> (צָבָא)
6636	צְבֹאִים	Tsᵉbôʼîym	tseb-o-eem'	x-pn	Proper Name Location	Tseboim or Tsebijim, a place in Palestine; Zeboiim, Zeboim.; or (more correctly) צְבִיִּים; or צְבִיִּם; plural of <a href='/Strongs/strongs-h6643' onclick='return ABMM("/Strongs","/strongs-h6643");'>h6643</a> (צְבִי); gazelles
6637	צֹבֵבָה	Tsôbêbâh	tso-bay-baw'	x-pn	Proper Name Masculine	Tsobebah, an Israelitess; Zobebah.; feminine active participle of the same as <a href='/Strongs/strongs-h6632' onclick='return ABMM("/Strongs","/strongs-h6632");'>h6632</a> (צָב); the canopier (with the article)
6638	צָבָה	tsâbâh	tsaw-baw'	heb	Verb	to amass, i.e. grow turgid; specifically, to array an army against; fight swell.; a primitive root
6639	צָבֶה	tsâbeh	tsaw-beh'	heb	Adjective	turgid; swell.; from <a href='/Strongs/strongs-h6638' onclick='return ABMM("/Strongs","/strongs-h6638");'>h6638</a> (צָבָה)
6640	צְבוּ	tsᵉbûw	tseb-oo'	arc	Noun Masculine	properly, will; concretely, an affair (as a matter of determination); purpose.; (Aramaic) from <a href='/Strongs/strongs-h6634' onclick='return ABMM("/Strongs","/strongs-h6634");'>h6634</a> (צְבָא)
6641	צָבוּעַ	tsâbûwaʻ	tsaw-boo'-ah	heb	Adjective	dyed (in stripes), i.e. the hyena; speckled.; passive participle of the same as <a href='/Strongs/strongs-h6648' onclick='return ABMM("/Strongs","/strongs-h6648");'>h6648</a> (צֶבַע)
6642	צָבַט	tsâbaṭ	tsaw-bat'	heb	Verb	to grasp, i.e. hand out; reach.; a primitive root
6643	צְבִי	tsᵉbîy	tseb-ee'	heb	Noun Masculine	splendor (as conspicuous); also a gazelle (as beautiful); beautiful(-ty), glorious (-ry), goodly, pleasant, roe(-buck).; from <a href='/Strongs/strongs-h6638' onclick='return ABMM("/Strongs","/strongs-h6638");'>h6638</a> (צָבָה) in the sense of prominence
6644	צִבְיָא	Tsibyâʼ	tsib-yaw'	x-pn	Proper Name Masculine	Tsibja, an Israelite; Zibia.; for <a href='/Strongs/strongs-h6645' onclick='return ABMM("/Strongs","/strongs-h6645");'>h6645</a> (צִבְיָּה)
6645	צִבְיָּה	Tsibyâh	tsib-yaw'	x-pn	Proper Name Feminine	Tsibjah, an Israelite; Zibiah.; for <a href='/Strongs/strongs-h6646' onclick='return ABMM("/Strongs","/strongs-h6646");'>h6646</a> (צְבִיָּה)
6646	צְבִיָּה	tsᵉbîyâh	tseb-ee-yaw'	heb	Noun Feminine	a female gazelle; roe.; feminine of <a href='/Strongs/strongs-h6643' onclick='return ABMM("/Strongs","/strongs-h6643");'>h6643</a> (צְבִי)
6647	צְבַע	tsᵉbaʻ	tseb-ah'	arc	Verb	to dip; wet.; (Aramaic) a root corresponding to that of <a href='/Strongs/strongs-h6648' onclick='return ABMM("/Strongs","/strongs-h6648");'>h6648</a> (צֶבַע)
6648	צֶבַע	tsebaʻ	tseh'-bah	heb	Noun Masculine	a dye; divers, colours.; from an unused root meaning to dip (into coloring fluid)
6649	צִבְעוֹן	Tsibʻôwn	tsib-one'	x-pn	Proper Name Masculine	Tsibon, an Idumaean; Zibeon.; from the same as <a href='/Strongs/strongs-h6648' onclick='return ABMM("/Strongs","/strongs-h6648");'>h6648</a> (צֶבַע); variegated
6650	צְבֹעִים	Tsᵉbôʻîym	tseb-o-eem'	x-pn	Proper Name Location	Tseboim, a place in Palestine; Zeboim.; plural of <a href='/Strongs/strongs-h6641' onclick='return ABMM("/Strongs","/strongs-h6641");'>h6641</a> (צָבוּעַ); hyenas
6651	צָבַר	tsâbar	tsaw-bar'	heb	Verb	to aggregate; gather (together), heap (up), lay up.; a primitive root
6652	צִבֻּר	tsibbur	tsib-boor'	heb	Noun Masculine	a pile; heap.; from <a href='/Strongs/strongs-h6551' onclick='return ABMM("/Strongs","/strongs-h6551");'>h6551</a> (פַּרְעֹשׁ)
6653	צֶבֶת	tsebeth	tseh'-beth	heb	Noun Masculine	a lock of stalks; handful.; from an unused root apparently meaning to grip
6654	צַד	tsad	tsad	heb	Noun Masculine	a side; figuratively, an adversary; (be-) side.; contr. from an unused root meaning to sidle off
6655	צַד	tsad	tsad	arc	Noun Masculine	used adverbially (with preposition) at or upon the side of; against, concerning.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6654' onclick='return ABMM("/Strongs","/strongs-h6654");'>h6654</a> (צַד)
6656	צְדָא	tsᵉdâʼ	tsed-aw'	arc		a (sinister) design; true.; (Aramaic) from an unused root corresponding to <a href='/Strongs/strongs-h6658' onclick='return ABMM("/Strongs","/strongs-h6658");'>h6658</a> (צָדָה) in the sense of intentness
6657	צְדָד	Tsᵉdâd	tsed-awd'	x-pn	Proper Name Location	Tsedad, a place near Palestine; Zedad.; from the same as <a href='/Strongs/strongs-h6654' onclick='return ABMM("/Strongs","/strongs-h6654");'>h6654</a> (צַד); a siding
6658	צָדָה	tsâdâh	tsaw-daw'	heb	Verb	to chase; by implication, to desolate; destroy, hunt, lie in wait.; a primitive root
6659	צָדוֹק	Tsâdôwq	tsaw-doke'	x-pn	Proper Name Masculine	Tsadok, the name of eight or nine Israelites; Zadok.; from <a href='/Strongs/strongs-h6663' onclick='return ABMM("/Strongs","/strongs-h6663");'>h6663</a> (צָדַק); just
6660	צְדִיָּה	tsᵉdîyâh	tsed-ee-yaw'	heb	Noun Feminine	design; lying in wait.; from <a href='/Strongs/strongs-h6658' onclick='return ABMM("/Strongs","/strongs-h6658");'>h6658</a> (צָדָה); (compare <a href='/Strongs/strongs-h6656' onclick='return ABMM("/Strongs","/strongs-h6656");'>h6656</a> (צְדָא))
6661	צִדִּים	Tsiddîym	tsid-deem'	x-pn	Proper Name Location	Tsiddim (with the article), a place in Palestine; Ziddim.; plural of <a href='/Strongs/strongs-h6654' onclick='return ABMM("/Strongs","/strongs-h6654");'>h6654</a> (צַד); sides
6662	צַדִּיק	tsaddîyq	tsad-deek'	heb	Adjective	just; just, lawful, righteous (man).; from <a href='/Strongs/strongs-h6663' onclick='return ABMM("/Strongs","/strongs-h6663");'>h6663</a> (צָדַק)
6663	צָדַק	tsâdaq	tsaw-dak'	heb	Verb	to be (causatively, make) right (in a moral or forensic sense); cleanse, clear self, (be, do) just(-ice, -ify, -ify self), (be turn to) righteous(-ness).; a primitive root
6664	צֶדֶק	tsedeq	tseh'-dek	heb	Noun Masculine	the right (natural, moral or legal); also (abstractly) equity or (figuratively) prosperity; [idiom] even, ([idiom] that which is altogether) just(-ice), (un-)right(-eous) (cause, -ly, -ness).; from <a href='/Strongs/strongs-h6663' onclick='return ABMM("/Strongs","/strongs-h6663");'>h6663</a> (צָדַק)
6665	צִדְקָה	tsidqâh	tsid-kaw'	arc	Noun Feminine	beneficence; righteousness.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6666' onclick='return ABMM("/Strongs","/strongs-h6666");'>h6666</a> (צְדָקָה)
6666	צְדָקָה	tsᵉdâqâh	tsed-aw-kaw'	heb	Noun Feminine	rightness (abstractly), subjectively (rectitude), objectively (justice), morally (virtue) or figuratively (prosperity); justice, moderately, right(-eous) (act, -ly, -ness).; from <a href='/Strongs/strongs-h6663' onclick='return ABMM("/Strongs","/strongs-h6663");'>h6663</a> (צָדַק)
6667	צִדְקִיָּה	Tsidqîyâh	tsid-kee-yaw'	x-pn	Proper Name Masculine	Tsidkijah, the name of six Israelites; Zedekiah, Zidkijah.; or צִדְקִיָּהוּ; from <a href='/Strongs/strongs-h6664' onclick='return ABMM("/Strongs","/strongs-h6664");'>h6664</a> (צֶדֶק) and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a> (יָהּ); right of Jah
6668	צָהַב	tsâhab	tsaw-hab'	heb	Verb	to glitter, i.e. be golden in color; [idiom] fine.; a primitive root
6669	צָהֹב	tsâhôb	tsaw-obe'	heb	Adjective	golden in color; yellow.; from <a href='/Strongs/strongs-h6668' onclick='return ABMM("/Strongs","/strongs-h6668");'>h6668</a> (צָהַב)
6670	צָהַל	tsâhal	tsaw-hal'	heb	Verb	to gleam, i.e. (figuratively) be cheerful; by transference to sound clear (of various animal or human expressions); bellow, cry aloud (out), lift up, neigh, rejoice, make to shine, shout.; a primitive root
6671	צָהַר	tsâhar	tsaw-har'	heb	Verb	to press out oil; make oil.; a primitive root; to glisten; used only as denominative from <a href='/Strongs/strongs-h3323' onclick='return ABMM("/Strongs","/strongs-h3323");'>h3323</a> (יִצְהָר)
6672	צֹהַר	tsôhar	tso'-har	heb		a light (i.e. window); dual double light, i.e. noon; midday, noon(-day, -tide), window.; from <a href='/Strongs/strongs-h6671' onclick='return ABMM("/Strongs","/strongs-h6671");'>h6671</a> (צָהַר)
6673	צַו	tsav	tsav	heb	Noun Masculine	an injunction; commandment, precept.; or צָו; from <a href='/Strongs/strongs-h6680' onclick='return ABMM("/Strongs","/strongs-h6680");'>h6680</a> (צָוָה)
6674	צוֹא	tsôwʼ	tso	heb		soiled (as if excrementitious); filthy.; or צֹא; from an unused root meaning to issue
6675	צוֹאָה	tsôwʼâh	tso-aw'	heb	Noun Feminine	excrement; generally, dirt; figuratively, pollution; dung, filth(-iness). Marg. for <a href='/Strongs/strongs-h2716' onclick='return ABMM("/Strongs","/strongs-h2716");'>h2716</a> (חֶרֶא).; or צֹאָה ; feminine of <a href='/Strongs/strongs-h6674' onclick='return ABMM("/Strongs","/strongs-h6674");'>h6674</a> (צוֹא)
6676	צַוַּאר	tsavvaʼr	tsav-var'	arc	Noun Masculine	{the back of the neck (as that on which burdens are bound)}; neck.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6677' onclick='return ABMM("/Strongs","/strongs-h6677");'>h6677</a> (צַוָּאר)
6677	צַוָּאר	tsavvâʼr	tsav-vawr'	heb	Noun Masculine	the back of the neck (as that on which burdens are bound); neck.; or צַוָּר; (Nehemiah 3:5), or צַוָּרֹןlemma צַוָּרן missing vowel, corrected to צַוָּרֹן; (Song of Solomon 4:9), or (feminine) צַוָּארָה; (Micah 2:3), intensively from <a href='/Strongs/strongs-h6696' onclick='return ABMM("/Strongs","/strongs-h6696");'>h6696</a> (צוּר) in the sense of binding
6678	צוֹבָא	Tsôwbâʼ	tso-baw'	x-pn	Proper Name Location	Zoba or Zobah, a region of Syria; Zoba, Zobah.; or צוֹבָה; or צֹבָה; from an unused root meaning to station; a station
6679	צוּד	tsûwd	tsood	heb	Verb	to lie alongside (i.e. in wait); by implication, to catch an animal (figuratively, men); to victual (for a journey); chase, hunt, sore, take (provision).; a primitive root; also denominative from <a href='/Strongs/strongs-h6718' onclick='return ABMM("/Strongs","/strongs-h6718");'>h6718</a> (צַיִד)
6680	צָוָה	tsâvâh	tsaw-vaw'	heb	Verb	(intensively) to constitute, enjoin; appoint, (for-) bid, (give a) charge, (give a, give in, send with) command(-er, -ment), send a messenger, put, (set) in order.; a primitive root
6681	צָוַח	tsâvach	tsaw-vakh'	heb	Verb	to screech (exultingly); shout.; a primitive root
6682	צְוָחָה	tsᵉvâchâh	tsev-aw-khaw'	heb	Noun Feminine	a screech (of anguish); cry(-ing).; from <a href='/Strongs/strongs-h6681' onclick='return ABMM("/Strongs","/strongs-h6681");'>h6681</a> (צָוַח)
6683	צוּלָה	tsûwlâh	tsoo-law'	heb	Noun Feminine	an abyss (of the sea); deep.; from an unused root meaning to sink
6684	צוּם	tsûwm	tsoom	heb	Verb	to cover over (the mouth), i.e. to fast; [idiom] at all, fast.; a primitive root
6685	צוֹם	tsôwm	tsome	heb	Noun Masculine	a fast; fast(-ing).; or צֹם; from <a href='/Strongs/strongs-h6684' onclick='return ABMM("/Strongs","/strongs-h6684");'>h6684</a> (צוּם)
6686	צוּעָר	Tsûwʻâr	tsoo-awr'	x-pn	Proper Name Masculine	Tsuar, an Israelite; Zuar.; from <a href='/Strongs/strongs-h6819' onclick='return ABMM("/Strongs","/strongs-h6819");'>h6819</a> (צָעַר); small
6687	צוּף	tsûwph	tsoof	heb	Verb	to overflow; (make to over-) flow, swim.; a primitive root
6688	צוּף	tsûwph	tsoof	heb	Noun Masculine	comb of honey (from dripping); honeycomb.; from <a href='/Strongs/strongs-h6687' onclick='return ABMM("/Strongs","/strongs-h6687");'>h6687</a> (צוּף)
6689	צוּף	Tsûwph	tsoof	x-pn		Tsuph or Tsophai or Tsiph, the name of an Israelite and of a place in Palestine; Zophai, Zuph.; or צוֹפַי; or צִיף; from <a href='/Strongs/strongs-h6688' onclick='return ABMM("/Strongs","/strongs-h6688");'>h6688</a> (צוּף); honey-comb
6690	צוֹפַח	Tsôwphach	tso-fakh'	x-pn	Proper Name Masculine	Tsophach, an Israelite; Zophah.; from an unused root meaning to expand, breadth
6691	צוֹפַר	Tsôwphar	tso-far'	x-pn	Proper Name Masculine	Tsophar, a friend of Job; Zophar.; from <a href='/Strongs/strongs-h6852' onclick='return ABMM("/Strongs","/strongs-h6852");'>h6852</a> (צָפַר); departing
6692	צוּץ	tsûwts	tsoots	heb	Verb	to twinkle, i.e. glance; by analogy, to blossom (figuratively, flourish); bloom, blossom, flourish, shew self.; a primitive root
6693	צוּק	tsûwq	tsook	heb	Verb	to compress, i.e. (figuratively) oppress, distress; constrain, distress, lie sore, (op-) press(-or), straiten.; a primitive root
6694	צוּק	tsûwq	tsook	heb	Verb	to pour out, i.e. (figuratively) smelt, utter; be molten, pour.; a primitive root (identical with through the idea of narrowness (of orifice))
6695	צוֹק	tsôwq	tsoke	heb		a strait, i.e. (figuratively) distress; anguish, [idiom] troublous.; or (feminine) צוּקָה; from <a href='/Strongs/strongs-h6693' onclick='return ABMM("/Strongs","/strongs-h6693");'>h6693</a> (צוּק)
6696	צוּר	tsûwr	tsoor	heb	Verb	to cramp, i.e. confine (in many applications, literally and figuratively, formative or hostile); adversary, assault, beset, besiege, bind (up), cast, distress, fashion, fortify, inclose, lay siege, put up in bags.; a primitive root
